                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     26,                0.50485,                0.70732,                0.59617,                0.85301,                0.94771,                0.86857,                0.93037,                0.83895,                0.94685,                 0.8651,                0.92076,                0.64577,                    nan,                0.82298,                    nan,                    nan,              0.0008812,              0.0008812,              0.0008812
                     27,                0.51788,                 0.7022,                0.60475,                0.85309,                0.91452,                0.87188,                0.91916,                0.82501,                0.91132,                0.86605,                0.91151,                0.64281,                    nan,                0.75879,                    nan,                    nan,             0.00087625,             0.00087625,             0.00087625
                     28,                0.50135,                0.68518,                0.59949,                0.85154,                0.93334,                0.86648,                 0.9283,                0.83451,                0.92735,                0.86225,                0.92077,                0.65126,                    nan,                0.74817,                    nan,                    nan,              0.0008713,              0.0008713,              0.0008713
                     29,                0.50696,                0.70587,                0.61725,                 0.8529,                0.93491,                0.83368,                0.90806,                0.81191,                0.93685,                0.83632,                 0.9001,                0.62009,                    nan,                0.78883,                    nan,                    nan,             0.00086635,             0.00086635,             0.00086635
                     30,                0.49873,                0.68726,                0.58758,                0.85184,                0.88205,                 0.8828,                  0.933,                0.83614,                 0.9371,                0.83499,                0.92683,                0.63494,                    nan,                0.76799,                    nan,                    nan,              0.0008614,              0.0008614,              0.0008614
                     31,                 0.4889,                 0.6854,                0.58558,                0.84801,                0.90486,                0.90088,                0.93682,                0.84912,                0.93241,                0.85959,                0.92602,                 0.6585,                    nan,                0.87614,                    nan,                    nan,             0.00085645,             0.00085645,             0.00085645
                     32,                0.49407,                0.69138,                0.56944,                0.84698,                0.95917,                0.85012,                0.93538,                0.84396,                0.95639,                0.84783,                0.92495,                0.66069,                    nan,                0.79603,                    nan,                    nan,              0.0008515,              0.0008515,              0.0008515
                     33,                0.49734,                 0.6793,                0.58119,                0.85118,                0.93573,                 0.8664,                0.92571,                0.82922,                0.93266,                0.86429,                0.91459,                0.64516,                    nan,                0.76667,                    nan,                    nan,             0.00084655,             0.00084655,             0.00084655
                     34,                0.49976,                0.68402,                 0.5783,                0.85128,                0.93198,                0.89966,                0.95073,                0.85571,                0.93387,                0.89363,                0.94016,                0.65902,                    nan,                0.79763,                    nan,                    nan,              0.0008416,              0.0008416,              0.0008416
                     35,                0.48626,                0.68024,                0.55945,                0.84264,                0.93942,                0.84502,                 0.9025,                 0.8193,                0.93791,                0.84387,                0.89775,                0.63195,                    nan,                 0.7648,                    nan,                    nan,             0.00083665,             0.00083665,             0.00083665
                     36,                0.48126,                0.66988,                0.54735,                0.84793,                0.94217,                0.85922,                0.94436,                0.85623,                0.94476,                0.85166,                0.93462,                 0.6716,                    nan,                0.75037,                    nan,                    nan,              0.0008317,              0.0008317,              0.0008317
                     37,                0.48546,                0.68109,                0.56241,                0.84711,                0.92797,                 0.8568,                 0.9261,                0.83843,                0.92966,                0.85524,                0.92235,                0.63752,                    nan,                 0.8008,                    nan,                    nan,             0.00082675,             0.00082675,             0.00082675
                     38,                0.47498,                0.66396,                0.54396,                0.84616,                0.93912,                0.89209,                0.93692,                 0.8501,                0.93953,                0.88902,                0.93137,                0.65765,                    nan,                0.81983,                    nan,                    nan,              0.0008218,              0.0008218,              0.0008218
                     39,                0.47551,                 0.6457,                 0.5381,                0.84426,                0.93359,                0.87121,                0.93032,                0.84409,                 0.9329,                0.86794,                0.92533,                0.67273,                    nan,                0.76833,                    nan,                    nan,             0.00081685,             0.00081685,             0.00081685
                     40,                0.47463,                0.66002,                0.54254,                0.84269,                0.94154,                0.86615,                0.93612,                0.84843,                 0.9387,                 0.8639,                0.92674,                0.65051,                    nan,                0.78429,                    nan,                    nan,              0.0008119,              0.0008119,              0.0008119
                     41,                0.47472,                0.66303,                0.52817,                0.83929,                0.92398,                0.88803,                0.94604,                0.85596,                0.92222,                0.88085,                0.92997,                0.66564,                    nan,                0.82069,                    nan,                    nan,             0.00080695,             0.00080695,             0.00080695
                     42,                0.47024,                0.65765,                0.53775,                0.84127,                0.93996,                0.90272,                0.95267,                0.86386,                0.94585,                0.88831,                0.94128,                  0.659,                    nan,                0.84076,                    nan,                    nan,               0.000802,               0.000802,               0.000802
                     43,                0.47003,                0.66029,                0.51615,                 0.8428,                0.95081,                0.88374,                0.94907,                0.85937,                0.94412,                0.87776,                0.93299,                0.66019,                    nan,                0.75615,                    nan,                    nan,             0.00079705,             0.00079705,             0.00079705
                     44,                 0.4596,                0.66246,                 0.5183,                0.83823,                0.94538,                0.88794,                0.94811,                0.86694,                0.93659,                0.88152,                0.93991,                0.66725,                    nan,                0.76963,                    nan,                    nan,              0.0007921,              0.0007921,              0.0007921
                     45,                0.46166,                0.65384,                0.51372,                 0.8446,                0.95569,                0.89261,                0.94624,                 0.8662,                0.95147,                0.88915,                0.93462,                0.66708,                    nan,                0.80856,                    nan,                    nan,             0.00078715,             0.00078715,             0.00078715
                     46,                0.45443,                0.63892,                 0.5025,                0.83995,                 0.9612,                0.87732,                0.94146,                0.85809,                0.96794,                0.87008,                0.93196,                0.67346,                    nan,                0.78756,                    nan,                    nan,              0.0007822,              0.0007822,              0.0007822
                     47,                 0.4589,                0.64072,                0.51105,                0.84274,                0.96596,                 0.9032,                0.95518,                0.87045,                 0.9618,                 0.8998,                0.94856,                0.67121,                    nan,                0.78514,                    nan,                    nan,             0.00077725,             0.00077725,             0.00077725
                     48,                0.45693,                0.63517,                0.51195,                0.84002,                0.95552,                0.88047,                0.94068,                0.86705,                0.95071,                0.87699,                0.93234,                 0.6757,                    nan,                0.81128,                    nan,                    nan,              0.0007723,              0.0007723,              0.0007723
                     49,                0.45097,                0.65839,                0.52019,                0.83966,                0.93869,                0.88062,                 0.9529,                0.86433,                0.93572,                0.87574,                0.94487,                0.67605,                    nan,                0.80981,                    nan,                    nan,             0.00076735,             0.00076735,             0.00076735
                     50,                0.45489,                0.63013,                0.50346,                0.83769,                0.94471,                0.89284,                0.94343,                0.86424,                0.93994,                0.88948,                0.93494,                0.68535,                    nan,                0.74682,                    nan,                    nan,              0.0007624,              0.0007624,              0.0007624
                     51,                0.45773,                 0.6572,                0.51145,                0.83846,                0.94025,                0.86491,                0.91839,                0.83541,                0.93278,                0.85922,                0.90908,                0.65055,                    nan,                0.80396,                    nan,                    nan,             0.00075745,             0.00075745,             0.00075745
                     52,                0.44838,                0.64475,                0.49744,                0.83884,                 0.9631,                0.90825,                0.95907,                0.88305,                0.96574,                0.89831,                0.95388,                0.68012,                    nan,                0.82709,                    nan,                    nan,              0.0007525,              0.0007525,              0.0007525
                     53,                 0.4512,                 0.6333,                0.48795,                0.83731,                0.94907,                0.88789,                0.94218,                0.86316,                0.94936,                 0.8839,                0.93499,                0.66337,                    nan,                 0.8204,                    nan,                    nan,             0.00074755,             0.00074755,             0.00074755
                     54,                0.44829,                0.63348,                0.49174,                0.83872,                0.95351,                0.88916,                0.94623,                 0.8687,                0.95362,                0.88577,                0.93979,                0.66597,                    nan,                0.84243,                    nan,                    nan,              0.0007426,              0.0007426,              0.0007426
                     55,                0.45252,                0.63976,                0.48456,                 0.8363,                0.92207,                0.87787,                0.93105,                0.85771,                0.91679,                0.87313,                0.92339,                0.66694,                    nan,                0.72932,                    nan,                    nan,             0.00073765,             0.00073765,             0.00073765
                     56,                0.44805,                0.64288,                0.48534,                0.83772,                0.96511,                0.88424,                0.95192,                0.86954,                0.95873,                0.87762,                 0.9444,                0.67866,                    nan,                0.77719,                    nan,                    nan,              0.0007327,              0.0007327,              0.0007327
                     57,                0.44221,                0.62558,                0.48448,                0.84199,                0.95828,                0.88998,                0.94107,                0.86563,                0.95051,                0.89288,                0.93453,                0.66875,                    nan,                0.72731,                    nan,                    nan,             0.00072775,             0.00072775,             0.00072775
                     58,                0.44244,                0.61869,                0.48481,                0.83882,                0.96281,                0.89669,                0.94603,                0.87572,                 0.9529,                0.88931,                0.93491,                0.66393,                    nan,                0.76008,                    nan,                    nan,              0.0007228,              0.0007228,              0.0007228
                     59,                0.44567,                0.61959,                0.46637,                 0.8362,                0.95978,                0.86733,                0.92596,                0.86028,                0.95789,                0.86126,                0.91976,                0.65866,                    nan,                0.73408,                    nan,                    nan,             0.00071785,             0.00071785,             0.00071785
                     60,                0.43211,                0.61347,                0.46842,                0.83472,                0.95088,                0.88505,                0.92843,                0.85833,                0.97239,                0.86598,                0.92653,                0.67107,                    nan,                0.74112,                    nan,                    nan,              0.0007129,              0.0007129,              0.0007129
                     61,                0.44515,                0.62298,                0.46934,                0.83743,                0.94223,                0.89253,                0.94734,                0.87511,                0.95794,                0.87265,                0.94242,                0.68722,                    nan,                0.77304,                    nan,                    nan,             0.00070795,             0.00070795,             0.00070795
                     62,                 0.4344,                0.61672,                0.45224,                0.83683,                0.94939,                0.88467,                0.94148,                 0.8668,                0.95471,                0.86365,                0.92774,                0.66231,                    nan,                0.77109,                    nan,                    nan,               0.000703,               0.000703,               0.000703
                     63,                0.42631,                0.60485,                0.46216,                0.83578,                0.94865,                0.90916,                0.95702,                0.88126,                0.94303,                0.90463,                0.95149,                0.68944,                    nan,                0.74265,                    nan,                    nan,             0.00069805,             0.00069805,             0.00069805
                     64,                0.43102,                0.60285,                0.45606,                0.83448,                0.93776,                0.89191,                0.94616,                0.86921,                0.94182,                0.88828,                0.93857,                0.68595,                    nan,                0.73975,                    nan,                    nan,              0.0006931,              0.0006931,              0.0006931
                     65,                0.43947,                0.60537,                0.46651,                0.83561,                0.94828,                0.87944,                0.92506,                0.85258,                0.94001,                0.87293,                0.91781,                0.66953,                    nan,                0.73228,                    nan,                    nan,             0.00068815,             0.00068815,             0.00068815
                     66,                0.42666,                0.61958,                0.44406,                0.83103,                0.94639,                0.88548,                0.93466,                0.86818,                0.93848,                0.87897,                0.92778,                0.68889,                    nan,                0.69203,                    nan,                    nan,              0.0006832,              0.0006832,              0.0006832
                     67,                 0.4247,                0.60634,                0.44484,                0.83108,                0.96538,                0.90051,                0.94595,                0.88184,                0.96236,                0.89082,                0.93851,                0.69092,                    nan,                0.78118,                    nan,                    nan,             0.00067825,             0.00067825,             0.00067825
                     68,                0.42681,                0.60779,                0.44181,                0.83712,                 0.9539,                0.89734,                0.94253,                0.87172,                0.94509,                0.88933,                0.93344,                0.68034,                    nan,                0.79984,                    nan,                    nan,              0.0006733,              0.0006733,              0.0006733
                     69,                0.41882,                0.60546,                0.44704,                0.82902,                0.97496,                0.88988,                0.95029,                0.88576,                0.96973,                0.88246,                0.93964,                0.68915,                    nan,                0.77565,                    nan,                    nan,             0.00066835,             0.00066835,             0.00066835
                     70,                0.42536,                0.61256,                0.44501,                0.82897,                 0.9555,                0.88533,                0.94191,                0.87331,                0.94801,                0.87826,                0.93195,                0.68647,                    nan,                 0.7363,                    nan,                    nan,              0.0006634,              0.0006634,              0.0006634
                     71,                0.42325,                0.59797,                0.44228,                0.82761,                0.95731,                0.89499,                0.94225,                 0.8826,                0.95349,                0.88727,                 0.9377,                0.69302,                    nan,                0.73147,                    nan,                    nan,             0.00065845,             0.00065845,             0.00065845
                     72,                 0.4169,                0.59952,                0.44072,                0.82274,                0.95969,                0.89015,                 0.9288,                0.86672,                0.95547,                0.88675,                0.92332,                0.68459,                    nan,                 0.7818,                    nan,                    nan,              0.0006535,              0.0006535,              0.0006535
                     73,                0.42544,                0.60543,                0.44275,                0.83548,                0.96215,                0.88989,                0.94298,                0.87912,                0.96366,                0.88555,                0.93848,                0.69245,                    nan,                0.72527,                    nan,                    nan,             0.00064855,             0.00064855,             0.00064855
                     74,                0.42254,                0.60397,                0.43521,                0.83204,                0.95984,                 0.8803,                 0.9339,                0.86154,                0.95955,                0.88035,                0.93219,                0.67641,                    nan,                0.73863,                    nan,                    nan,              0.0006436,              0.0006436,              0.0006436
                     75,                0.42084,                 0.5856,                0.44792,                0.83217,                 0.9591,                0.88363,                0.93947,                 0.8743,                0.95764,                0.88254,                0.93308,                0.69401,                    nan,                0.72707,                    nan,                    nan,             0.00063865,             0.00063865,             0.00063865
                     76,                0.41268,                0.58314,                0.43919,                0.83065,                0.95745,                0.91057,                 0.9506,                 0.8889,                0.94999,                0.90542,                0.94374,                0.70367,                    nan,                0.75834,                    nan,                    nan,              0.0006337,              0.0006337,              0.0006337
                     77,                0.41317,                0.58871,                0.44331,                0.82888,                0.96735,                0.89509,                0.94212,                0.87739,                0.96272,                0.88973,                0.93486,                0.69514,                    nan,                0.77879,                    nan,                    nan,             0.00062875,             0.00062875,             0.00062875
                     78,                0.41194,                0.59404,                0.42186,                0.82729,                0.95324,                0.89806,                 0.9355,                0.87026,                0.94911,                0.89349,                0.92677,                0.68794,                    nan,                 0.7047,                    nan,                    nan,              0.0006238,              0.0006238,              0.0006238
                     79,                0.41438,                0.59629,                0.41679,                 0.8319,                 0.9594,                 0.9046,                0.95022,                0.89132,                0.95539,                0.90122,                 0.9442,                0.69351,                    nan,                0.71098,                    nan,                    nan,             0.00061885,             0.00061885,             0.00061885
                     80,                0.42318,                0.60087,                0.43933,                0.83406,                 0.9757,                0.89086,                0.94157,                0.87863,                0.97054,                0.88629,                0.93637,                0.70862,                    nan,                0.67785,                    nan,                    nan,              0.0006139,              0.0006139,              0.0006139
                     81,                0.40964,                0.57243,                0.40699,                0.82503,                0.96665,                0.91323,                0.95379,                0.89808,                 0.9638,                  0.911,                0.94935,                0.71768,                    nan,                0.72125,                    nan,                    nan,             0.00060895,             0.00060895,             0.00060895
                     82,                0.40758,                0.57693,                0.41392,                0.83059,                0.96891,                0.89367,                0.94951,                0.88741,                0.96472,                0.88995,                0.94335,                0.70349,                    nan,                0.74087,                    nan,                    nan,               0.000604,               0.000604,               0.000604
                     83,                0.40059,                0.57099,                0.40889,                0.82646,                0.96387,                0.89318,                0.94125,                0.88262,                0.96355,                0.89191,                0.93891,                0.69549,                    nan,                0.74704,                    nan,                    nan,             0.00059905,             0.00059905,             0.00059905
                     84,                0.39806,                0.58124,                0.40995,                0.82585,                0.95707,                0.91638,                0.96286,                0.90007,                0.97865,                0.89155,                0.95589,                0.71762,                    nan,                0.75007,                    nan,                    nan,              0.0005941,              0.0005941,              0.0005941
                     85,                0.42178,                0.57929,                0.42802,                0.83302,                 0.9607,                0.89349,                0.94415,                0.88247,                0.96476,                0.89053,                0.93903,                0.69743,                    nan,                0.70106,                    nan,                    nan,             0.00058915,             0.00058915,             0.00058915
                     86,                0.40299,                0.57515,                 0.4164,                0.82797,                0.97285,                0.90147,                0.94483,                0.88593,                0.96956,                 0.8985,                0.93836,                0.70507,                    nan,                0.75699,                    nan,                    nan,              0.0005842,              0.0005842,              0.0005842
                     87,                0.40123,                0.56979,                0.40218,                0.82694,                0.97387,                0.88564,                 0.9429,                0.88524,                0.96945,                0.88238,                0.93869,                 0.6964,                    nan,                0.75487,                    nan,                    nan,             0.00057925,             0.00057925,             0.00057925
                     88,                0.41239,                0.58502,                0.41206,                0.83171,                0.97119,                0.90246,                0.95288,                  0.893,                0.96694,                0.89906,                0.94921,                0.70248,                    nan,                0.80593,                    nan,                    nan,              0.0005743,              0.0005743,              0.0005743
                     89,                0.40119,                 0.5718,                0.41048,                0.82639,                0.96351,                0.90541,                0.94432,                0.88512,                0.95971,                0.90199,                0.93927,                0.70563,                    nan,                0.74506,                    nan,                    nan,             0.00056935,             0.00056935,             0.00056935
                     90,                0.41037,                0.56808,                 0.4099,                 0.8285,                0.96664,                0.89483,                0.94427,                0.88695,                0.96725,                 0.8943,                0.94012,                0.69491,                    nan,                0.77073,                    nan,                    nan,              0.0005644,              0.0005644,              0.0005644
                     91,                0.39276,                0.57124,                0.40849,                0.82538,                0.96262,                 0.8933,                0.93614,                0.87763,                0.96109,                0.89251,                0.93343,                0.69656,                    nan,                 0.7824,                    nan,                    nan,             0.00055945,             0.00055945,             0.00055945
                     92,                 0.3943,                0.55776,                0.39365,                 0.8239,                0.95074,                0.90987,                0.94676,                0.88831,                0.94801,                0.90764,                0.94265,                0.70668,                    nan,                0.74092,                    nan,                    nan,              0.0005545,              0.0005545,              0.0005545
                     93,                 0.3987,                0.59815,                0.40518,                0.82709,                0.96345,                0.90984,                0.93929,                0.88755,                 0.9606,                0.90759,                0.93655,                0.70348,                    nan,                0.72158,                    nan,                    nan,             0.00054955,             0.00054955,             0.00054955
                     94,                0.39768,                0.56817,                0.40077,                0.82652,                0.96633,                0.90747,                0.94096,                0.88394,                0.96273,                0.90489,                0.93604,                0.70244,                    nan,                 0.7052,                    nan,                    nan,              0.0005446,              0.0005446,              0.0005446
                     95,                0.39379,                0.56793,                0.40304,                 0.8289,                0.95853,                0.90004,                0.93464,                0.87808,                0.95829,                 0.8969,                0.93131,                0.70299,                    nan,                0.76654,                    nan,                    nan,             0.00053965,             0.00053965,             0.00053965
                     96,                0.38611,                 0.5544,                 0.3904,                0.82267,                0.96981,                0.88814,                0.93235,                0.87946,                0.96652,                 0.8859,                0.92705,                0.68785,                    nan,                0.73539,                    nan,                    nan,              0.0005347,              0.0005347,              0.0005347
                     97,                0.39033,                0.57282,                0.39104,                0.82748,                0.97532,                0.89646,                0.93886,                0.88242,                0.97256,                0.89381,                0.93211,                0.68888,                    nan,                 0.7478,                    nan,                    nan,             0.00052975,             0.00052975,             0.00052975
                     98,                0.39095,                0.55943,                0.39724,                0.82106,                0.96556,                0.89597,                0.94069,                0.88737,                0.96968,                0.89094,                0.93752,                0.70222,                    nan,                0.75524,                    nan,                    nan,              0.0005248,              0.0005248,              0.0005248
                     99,                0.38889,                0.55106,                0.39395,                 0.8252,                 0.9701,                0.88466,                0.93527,                0.88447,                0.96748,                0.88371,                0.93288,                0.70249,                    nan,                0.72089,                    nan,                    nan,             0.00051985,             0.00051985,             0.00051985
                    100,                0.39445,                0.57102,                0.39522,                0.82659,                0.97391,                 0.8849,                0.93628,                0.88201,                 0.9742,                0.88469,                0.93308,                0.70278,                    nan,                 0.7328,                    nan,                    nan,              0.0005149,              0.0005149,              0.0005149
                    101,                 0.3844,                0.55105,                0.37989,                 0.8252,                0.95881,                0.89749,                0.94224,                0.88728,                0.95474,                0.89414,                0.93784,                0.69608,                    nan,                0.79736,                    nan,                    nan,             0.00050995,             0.00050995,             0.00050995
                    102,                0.38602,                0.56395,                0.38713,                0.82218,                0.97137,                0.90091,                0.94214,                0.88499,                0.96971,                0.89979,                0.93848,                0.70194,                    nan,                0.73621,                    nan,                    nan,               0.000505,               0.000505,               0.000505
                    103,                0.38881,                0.54008,                0.38091,                0.82549,                0.96816,                0.89774,                0.94303,                0.89129,                0.96665,                0.89663,                0.94049,                0.69999,                    nan,                 0.7712,                    nan,                    nan,             0.00050005,             0.00050005,             0.00050005
                    104,                0.38255,                0.55671,                0.38908,                0.82593,                0.97242,                0.89853,                0.94284,                 0.8925,                0.96954,                0.89629,                0.93901,                0.71201,                    nan,                0.73595,                    nan,                    nan,              0.0004951,              0.0004951,              0.0004951
                    105,                0.37959,                0.54393,                0.38063,                0.82129,                0.96173,                0.91541,                0.94352,                0.89398,                0.95738,                0.91072,                0.93722,                0.72083,                    nan,                0.76108,                    nan,                    nan,             0.00049015,             0.00049015,             0.00049015
                    106,                 0.3822,                0.56494,                0.37432,                0.82166,                 0.9684,                0.89661,                0.93896,                0.88869,                0.96682,                0.89549,                0.93572,                0.71242,                    nan,                0.74595,                    nan,                    nan,              0.0004852,              0.0004852,              0.0004852
                    107,                0.37759,                0.54029,                0.37491,                0.82325,                 0.9739,                0.89853,                0.93594,                 0.8847,                0.98229,                0.89016,                0.93275,                0.70674,                    nan,                0.72421,                    nan,                    nan,             0.00048025,             0.00048025,             0.00048025
                    108,                   0.38,                0.56385,                0.37028,                0.81879,                0.96892,                0.89864,                0.94351,                0.89108,                0.96966,                0.89959,                0.94037,                0.71033,                    nan,                0.74961,                    nan,                    nan,              0.0004753,              0.0004753,              0.0004753
                    109,                0.38514,                0.54344,                0.36995,                0.82226,                0.96515,                0.90378,                 0.9422,                0.88864,                0.97499,                 0.8892,                0.93764,                0.69901,                    nan,                0.78297,                    nan,                    nan,             0.00047035,             0.00047035,             0.00047035
                    110,                0.37697,                0.53734,                0.38304,                0.82181,                0.96673,                0.90634,                0.94308,                0.89217,                0.96411,                0.90406,                0.93974,                0.71062,                    nan,                0.78942,                    nan,                    nan,              0.0004654,              0.0004654,              0.0004654
                    111,                0.38265,                0.55858,                0.39012,                0.82298,                0.96385,                0.91239,                0.94273,                0.89259,                0.96027,                0.90855,                0.93927,                 0.7131,                    nan,                0.80566,                    nan,                    nan,             0.00046045,             0.00046045,             0.00046045
                    112,                0.37616,                0.54025,                0.37503,                0.82574,                0.97006,                0.89938,                0.94077,                0.88716,                0.95677,                0.90435,                0.93751,                0.71627,                    nan,                0.79731,                    nan,                    nan,              0.0004555,              0.0004555,              0.0004555
                    113,                0.36931,                0.54215,                0.36891,                0.82191,                0.97406,                0.89726,                 0.9367,                 0.8852,                0.97271,                0.89614,                0.93413,                0.70186,                    nan,                0.78644,                    nan,                    nan,             0.00045055,             0.00045055,             0.00045055
                    114,                0.37322,                0.55696,                0.36845,                0.82081,                0.98113,                 0.9021,                0.94715,                0.89847,                0.97812,                0.90103,                0.94423,                0.71543,                    nan,                0.73701,                    nan,                    nan,              0.0004456,              0.0004456,              0.0004456
