                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    230,                 0.9109,                 1.6327,                0.85687,                 1.1974,                0.81747,                0.16129,                0.15127,                0.07121,                0.49007,                0.09677,                0.06916,                0.01647,                    nan,                 1.7582,                    nan,                    nan,              0.0015486,              0.0015486,              0.0015486
                    231,                0.89846,                 1.5857,                0.82977,                 1.1782,                0.81502,                0.16129,                0.16014,                0.07416,                0.20197,                0.09677,                0.06544,                0.01229,                    nan,                 1.8945,                    nan,                    nan,              0.0015466,              0.0015466,              0.0015466
                    232,                0.86832,                  1.555,                0.84254,                 1.1921,                0.80959,                0.16129,                 0.1535,                0.06911,                  0.727,                0.06452,                0.06673,                0.01702,                    nan,                  1.942,                    nan,                    nan,              0.0015446,              0.0015446,              0.0015446
                    233,                0.85827,                 1.5324,                 0.7592,                 1.1726,                0.97912,                0.16129,                 0.1694,                0.07266,                0.49531,                0.09677,                0.08229,                0.02012,                    nan,                 2.0076,                    nan,                    nan,              0.0015426,              0.0015426,              0.0015426
                    234,                0.86939,                 1.5329,                0.74908,                 1.1781,                0.97463,                0.16129,                  0.169,                0.06822,                0.17503,                0.09677,                0.06405,                0.01459,                    nan,                  2.149,                    nan,                    nan,              0.0015406,              0.0015406,              0.0015406
                    235,                0.82062,                 1.5353,                0.71713,                 1.1333,                0.80415,                0.16129,                0.16851,                0.08213,                0.45263,                0.09677,                 0.0723,                0.01313,                    nan,                 1.9445,                    nan,                    nan,              0.0015387,              0.0015387,              0.0015387
                    236,                0.81139,                 1.4683,                0.71388,                 1.1142,                0.78187,                0.16129,                 0.1628,                0.09173,                 0.5045,                0.09677,                0.08224,                0.01471,                    nan,                 1.8914,                    nan,                    nan,              0.0015367,              0.0015367,              0.0015367
                    237,                0.83624,                 1.4554,                0.73342,                 1.1365,                0.59094,                0.16129,                0.16225,                0.08748,                0.42769,                0.12903,                 0.0862,                0.01709,                    nan,                 1.8156,                    nan,                    nan,              0.0015347,              0.0015347,              0.0015347
                    238,                0.76647,                 1.4496,                  0.731,                 1.1158,                0.59664,                0.12903,                0.11878,                0.03824,                0.44627,                0.09677,                0.07379,                0.01694,                    nan,                 1.8446,                    nan,                    nan,              0.0015327,              0.0015327,              0.0015327
                    239,                0.84355,                 1.4144,                 0.7546,                 1.1988,                0.73617,                0.12903,                 0.1215,                0.03675,                0.55113,                0.09677,                0.07411,                0.01634,                    nan,                 1.8391,                    nan,                    nan,              0.0015307,              0.0015307,              0.0015307
                    240,                0.88588,                 1.6198,                0.81673,                 1.1952,                0.87672,                0.12903,                0.13162,                0.08544,                0.64729,                0.09677,                0.07303,                0.01305,                    nan,                 1.8363,                    nan,                    nan,              0.0015288,              0.0015288,              0.0015288
                    241,                0.95621,                 1.4802,                0.84967,                 1.3083,                0.69088,                0.16129,                0.14052,                0.09361,                0.41453,                0.09677,                0.04363,                0.00934,                    nan,                  1.924,                    nan,                    nan,              0.0015268,              0.0015268,              0.0015268
                    242,                0.81933,                 1.4592,                0.73647,                  1.152,                0.42581,                0.16129,                0.14969,                0.07879,                0.47399,                0.06452,                0.03467,                0.00838,                    nan,                 1.8697,                    nan,                    nan,              0.0015248,              0.0015248,              0.0015248
                    243,                0.82428,                 1.5188,                0.74206,                 1.1862,                0.65483,                0.12903,                0.12293,                0.07316,                0.32714,                0.06452,                0.02726,                0.00775,                    nan,                 1.7413,                    nan,                    nan,              0.0015228,              0.0015228,              0.0015228
                    244,                0.84276,                 1.5455,                0.74582,                 1.1641,                0.64059,                0.12903,                0.11819,                 0.0729,                0.19362,                0.09677,                0.03557,                0.00603,                    nan,                 1.7502,                    nan,                    nan,              0.0015208,              0.0015208,              0.0015208
                    245,                0.86391,                 1.5558,                0.79244,                 1.1335,                0.63286,                0.12903,                0.11787,                0.06588,                0.14109,                0.09677,                0.02867,                0.00471,                    nan,                 1.7805,                    nan,                    nan,              0.0015189,              0.0015189,              0.0015189
                    246,                0.76533,                 1.5183,                0.73644,                 1.1161,                0.61546,                0.16129,                0.15688,                0.07606,                0.40655,                0.09677,                0.06917,                0.00899,                    nan,                 1.8232,                    nan,                    nan,              0.0015169,              0.0015169,              0.0015169
                    247,                0.94074,                 1.5432,                  0.783,                 1.2797,                0.95589,                0.16129,                0.17849,                0.08025,                0.32974,                0.09677,                0.04695,                0.00833,                    nan,                 1.9102,                    nan,                    nan,              0.0015149,              0.0015149,              0.0015149
                    248,                0.87221,                 1.6143,                0.74959,                 1.1957,                0.96187,                0.16129,                0.17763,                0.08108,                0.44931,                0.09677,                0.05657,                0.01222,                    nan,                   1.87,                    nan,                    nan,              0.0015129,              0.0015129,              0.0015129
                    249,                0.79546,                 1.5157,                0.77075,                 1.1452,                 0.9547,                0.16129,                0.17292,                0.09239,                0.42051,                0.09677,                0.04641,                0.01312,                    nan,                 1.7754,                    nan,                    nan,              0.0015109,              0.0015109,              0.0015109
                    250,                0.85509,                 1.6139,                0.79007,                 1.2202,                0.86276,                0.16129,                0.17352,                 0.0922,                0.32976,                0.09677,                0.04282,                0.01058,                    nan,                 1.7698,                    nan,                    nan,               0.001509,               0.001509,               0.001509
                    251,                0.85231,                 1.5145,                0.74905,                 1.1842,                 0.5405,                0.16129,                0.15756,                0.08507,                0.36864,                0.09677,                0.06962,                0.01727,                    nan,                 1.7541,                    nan,                    nan,               0.001507,               0.001507,               0.001507
                    252,                0.84098,                 1.4427,                0.78999,                 1.1902,                0.67367,                0.16129,                0.13945,                0.07657,                0.47749,                0.09677,                0.07118,                0.01781,                    nan,                 1.7508,                    nan,                    nan,               0.001505,               0.001505,               0.001505
                    253,                0.87021,                  1.464,                0.77077,                 1.1782,                0.53637,                0.16129,                0.13553,                0.07881,                0.42833,                0.12903,                0.08432,                0.01654,                    nan,                 1.7092,                    nan,                    nan,               0.001503,               0.001503,               0.001503
                    254,                0.80348,                 1.4379,                0.68846,                 1.1661,                0.59423,                0.16129,                0.14637,                  0.063,                0.56348,                0.12903,                0.10946,                0.02253,                    nan,                 1.6944,                    nan,                    nan,               0.001501,               0.001501,               0.001501
                    255,                0.86875,                 1.5351,                0.76539,                 1.2098,                0.67989,                0.16129,                 0.1487,                0.08069,                0.53476,                0.12903,                0.09267,                0.02114,                    nan,                 1.6825,                    nan,                    nan,              0.0014991,              0.0014991,              0.0014991
                    256,                0.89692,                 1.5629,                0.91227,                 1.2385,                0.72866,                0.12903,                0.13259,                0.08092,                 0.5454,                0.09677,                  0.071,                0.01773,                    nan,                 1.7184,                    nan,                    nan,              0.0014971,              0.0014971,              0.0014971
                    257,                 0.9043,                 1.6322,                  0.895,                 1.2006,                0.72734,                0.12903,                0.13008,                0.07944,                 0.5455,                0.09677,                0.08375,                0.01496,                    nan,                 1.7166,                    nan,                    nan,              0.0014951,              0.0014951,              0.0014951
                    258,                0.95061,                 1.5435,                0.79737,                 1.2225,                0.77763,                0.12903,                0.13308,                0.06401,                0.38776,                0.06452,                0.05356,                0.01361,                    nan,                 1.7683,                    nan,                    nan,              0.0014931,              0.0014931,              0.0014931
                    259,                0.78395,                 1.5529,                0.72043,                  1.103,                0.78263,                0.12903,                0.14489,                0.06638,                0.39001,                0.06452,                0.03442,                 0.0107,                    nan,                 1.8887,                    nan,                    nan,              0.0014911,              0.0014911,              0.0014911
                    260,                 0.8395,                 1.4721,                0.71453,                 1.1585,                0.77879,                0.12903,                0.13906,                0.06496,                0.38734,                0.06452,                0.03082,                0.00929,                    nan,                 1.8954,                    nan,                    nan,              0.0014892,              0.0014892,              0.0014892
                    261,                0.88077,                 1.4977,                0.77332,                  1.172,                0.48178,                0.15071,                0.13797,                0.06535,                0.37471,                0.06452,                0.03125,                0.00758,                    nan,                 1.8276,                    nan,                    nan,              0.0014872,              0.0014872,              0.0014872
                    262,                0.92686,                 1.5765,                0.79691,                 1.2057,                0.61669,                0.16129,                0.14673,                0.08479,                0.77276,                0.12903,                0.10436,                 0.0212,                    nan,                 1.7649,                    nan,                    nan,              0.0014852,              0.0014852,              0.0014852
                    263,                0.79013,                  1.456,                0.69681,                 1.1526,                0.95348,                0.16129,                0.17268,                0.10221,                0.74723,                0.12903,                0.10519,                 0.0204,                    nan,                 1.7169,                    nan,                    nan,              0.0014832,              0.0014832,              0.0014832
                    264,                 0.7837,                 1.4246,                0.72114,                  1.124,                0.76917,                0.16129,                0.16206,                0.10553,                0.44678,                0.09677,                0.05336,                0.01304,                    nan,                 1.7513,                    nan,                    nan,              0.0014812,              0.0014812,              0.0014812
                    265,                0.89168,                  1.422,                0.75214,                 1.1979,                0.74641,                0.16129,                0.15946,                0.10214,                0.43711,                0.09677,                0.05214,                0.00986,                    nan,                 1.6981,                    nan,                    nan,              0.0014793,              0.0014793,              0.0014793
                    266,                0.90239,                 1.5837,                0.86566,                 1.1746,                0.66127,                0.16129,                0.15227,                0.11295,                0.39609,                0.09677,                0.04491,                0.01112,                    nan,                 1.6937,                    nan,                    nan,              0.0014773,              0.0014773,              0.0014773
                    267,                0.79481,                  1.494,                0.69987,                 1.1311,                0.80053,                0.16129,                0.16393,                0.09781,                0.56124,                0.09677,                0.06067,                 0.0132,                    nan,                 1.8293,                    nan,                    nan,              0.0014753,              0.0014753,              0.0014753
                    268,                0.84422,                 1.5661,                0.76265,                 1.1514,                 0.8113,                0.16129,                0.15762,                0.08882,                0.38833,                0.06452,                0.03474,                0.01231,                    nan,                 1.9139,                    nan,                    nan,              0.0014733,              0.0014733,              0.0014733
                    269,                0.79978,                 1.4734,                0.73803,                  1.118,                0.81517,                0.16129,                0.15717,                0.07037,                0.39045,                0.06452,                0.05298,                0.01741,                    nan,                 1.8807,                    nan,                    nan,              0.0014713,              0.0014713,              0.0014713
                    270,                0.85544,                 1.6035,                0.70599,                 1.1516,                0.97513,                0.16129,                0.17154,                0.07961,                0.35888,                0.09677,                0.06538,                0.02114,                    nan,                 1.7783,                    nan,                    nan,              0.0014694,              0.0014694,              0.0014694
                    271,                0.74763,                 1.4677,                0.69866,                  1.108,                0.62996,                0.16129,                0.16494,                0.09974,                 0.5897,                0.09677,                0.07495,                0.01722,                    nan,                 1.7284,                    nan,                    nan,              0.0014674,              0.0014674,              0.0014674
                    272,                0.78831,                 1.4743,                0.69065,                  1.124,                0.53778,                0.16129,                0.15633,                0.10213,                0.77311,                0.12903,                0.11298,                0.01948,                    nan,                 1.7148,                    nan,                    nan,              0.0014654,              0.0014654,              0.0014654
                    273,                0.85258,                 1.5866,                0.76382,                 1.1814,                0.80782,                0.16129,                 0.1572,                0.09515,                0.64582,                0.12903,                0.10395,                0.01633,                    nan,                 1.6695,                    nan,                    nan,              0.0014634,              0.0014634,              0.0014634
                    274,                 0.8556,                 1.4661,                0.77261,                 1.1757,                0.54024,                0.16129,                0.14369,                0.09852,                0.43114,                0.12903,                 0.0755,                 0.0144,                    nan,                 1.7106,                    nan,                    nan,              0.0014614,              0.0014614,              0.0014614
                    275,                0.84564,                 1.5602,                0.75443,                 1.1863,                0.96888,                0.16129,                0.16952,                0.09834,                0.58006,                0.09677,                0.06408,                0.01266,                    nan,                  1.735,                    nan,                    nan,              0.0014595,              0.0014595,              0.0014595
                    276,                0.77189,                 1.4331,                0.65649,                 1.1315,                0.96969,                0.16129,                0.17257,                0.09034,                0.77575,                0.12903,                0.10568,                0.02093,                    nan,                 1.7916,                    nan,                    nan,              0.0014575,              0.0014575,              0.0014575
                    277,                0.80911,                 1.5136,                0.71603,                 1.1505,                0.89081,                0.16129,                0.17566,                0.11327,                0.71265,                0.12903,                0.11686,                0.02725,                    nan,                 1.7478,                    nan,                    nan,              0.0014555,              0.0014555,              0.0014555
                    278,                0.80426,                   1.46,                0.67537,                 1.1475,                0.91448,                0.16129,                0.17224,                0.09571,                0.54216,                0.09677,                0.06464,                 0.0174,                    nan,                 1.8069,                    nan,                    nan,              0.0014535,              0.0014535,              0.0014535
                    279,                0.86175,                 1.6223,                0.70865,                 1.2142,                0.48182,                0.16129,                0.15472,                0.09113,                0.28909,                0.09677,                0.05119,                0.01646,                    nan,                 1.8488,                    nan,                    nan,              0.0014515,              0.0014515,              0.0014515
                    280,                 0.8046,                 1.4777,                0.74738,                 1.1467,                0.60454,                0.16129,                0.16261,                0.10623,                0.35386,                0.09677,                0.06254,                0.01802,                    nan,                  1.764,                    nan,                    nan,              0.0014496,              0.0014496,              0.0014496
                    281,                 0.8025,                  1.552,                0.69831,                  1.111,                0.63008,                0.16129,                0.17178,                0.10466,                0.49515,                0.06452,                0.05722,                0.02027,                    nan,                 1.7162,                    nan,                    nan,              0.0014476,              0.0014476,              0.0014476
                    282,                0.81751,                 1.5558,                 0.7256,                 1.1613,                0.52195,                0.16129,                0.15625,                0.06596,                0.31275,                0.09677,                0.08707,                0.02846,                    nan,                 1.7283,                    nan,                    nan,              0.0014456,              0.0014456,              0.0014456
                    283,                0.74808,                 1.4394,                0.67852,                 1.1058,                0.76893,                0.16129,                 0.1728,                0.06923,                0.39114,                0.12903,                0.11432,                 0.0244,                    nan,                 1.7258,                    nan,                    nan,              0.0014436,              0.0014436,              0.0014436
                    284,                0.77634,                 1.4605,                0.65175,                 1.1816,                 0.6852,                0.16129,                0.15069,                0.07386,                0.35956,                0.12903,                0.09852,                 0.0299,                    nan,                 1.7015,                    nan,                    nan,              0.0014416,              0.0014416,              0.0014416
                    285,                0.79409,                 1.5326,                0.68515,                 1.1231,                0.98008,                0.16129,                0.17688,                0.09955,                0.58754,                0.09677,                0.07783,                0.02446,                    nan,                 1.7317,                    nan,                    nan,              0.0014397,              0.0014397,              0.0014397
                    286,                0.74732,                  1.425,                0.64096,                 1.1102,                0.81973,                0.16129,                0.17398,                0.10089,                0.49148,                0.09677,                0.06723,                0.01428,                    nan,                 1.8623,                    nan,                    nan,              0.0014377,              0.0014377,              0.0014377
                    287,                0.84863,                 1.5994,                0.82667,                 1.1739,                0.98198,                0.16129,                0.17748,                0.10232,                0.58871,                0.09677,                0.06307,                0.01417,                    nan,                 1.8238,                    nan,                    nan,              0.0014357,              0.0014357,              0.0014357
                    288,                0.77197,                 1.5942,                0.76643,                 1.1278,                 0.9771,                0.16129,                 0.1736,                0.10252,                0.58626,                0.09677,                0.06136,                0.01352,                    nan,                 1.7688,                    nan,                    nan,              0.0014337,              0.0014337,              0.0014337
                    289,                0.75711,                   1.38,                0.73557,                 1.0891,                0.89585,                0.16129,                 0.1772,                0.11649,                0.52503,                0.09677,                0.09018,                0.03114,                    nan,                 1.7281,                    nan,                    nan,              0.0014317,              0.0014317,              0.0014317
                    290,                0.81043,                 1.4461,                0.72601,                 1.1322,                0.98172,                0.16129,                0.17731,                0.10736,                0.58903,                0.09677,                0.09047,                0.02745,                    nan,                 1.6996,                    nan,                    nan,              0.0014298,              0.0014298,              0.0014298
                    291,                0.93049,                 1.6823,                0.85784,                 1.2267,                 0.7859,                0.12903,                0.11252,                0.08618,                0.79554,                0.12903,                0.12829,                 0.0336,                    nan,                 1.7295,                    nan,                    nan,              0.0014278,              0.0014278,              0.0014278
                    292,                0.84346,                 1.4569,                0.70929,                 1.1315,                0.83328,                0.16123,                0.16075,                0.10452,                0.65754,                0.12903,                 0.1167,                0.02691,                    nan,                 1.8468,                    nan,                    nan,              0.0014258,              0.0014258,              0.0014258
                    293,                0.80836,                 1.3942,                0.67012,                  1.204,                0.68956,                0.16129,                0.15697,                0.09098,                0.55165,                0.12903,                0.10662,                0.01368,                    nan,                 1.8619,                    nan,                    nan,              0.0014238,              0.0014238,              0.0014238
                    294,                0.76962,                 1.4272,                0.66559,                 1.1098,                0.80833,                0.16129,                0.15819,                0.10886,                 0.3647,                0.09677,                0.05982,                0.01757,                    nan,                 1.8415,                    nan,                    nan,              0.0014218,              0.0014218,              0.0014218
                    295,                0.82587,                 1.6018,                0.74572,                 1.1798,                0.81262,                0.16129,                0.15507,                0.06392,                0.48732,                0.09677,                0.06792,                0.01098,                    nan,                 1.9008,                    nan,                    nan,              0.0014199,              0.0014199,              0.0014199
                    296,                0.82653,                 1.4869,                0.72443,                 1.1426,                0.70807,                0.16129,                0.17077,                0.07249,                0.41884,                0.09677,                0.06416,                0.01481,                    nan,                  1.912,                    nan,                    nan,              0.0014179,              0.0014179,              0.0014179
                    297,                0.80138,                 1.6011,                0.78427,                 1.1375,                0.81179,                0.16129,                0.15952,                0.08663,                0.48681,                0.09677,                0.06853,                 0.0146,                    nan,                 1.8215,                    nan,                    nan,              0.0014159,              0.0014159,              0.0014159
                    298,                  0.784,                 1.4873,                0.70182,                 1.1366,                0.80769,                0.16129,                0.16464,                0.08158,                0.48429,                0.09677,                0.06884,                0.01523,                    nan,                 1.8646,                    nan,                    nan,              0.0014139,              0.0014139,              0.0014139
                    299,                0.86203,                 1.4651,                0.74077,                 1.1613,                0.80543,                0.16129,                0.15914,                0.08291,                0.48254,                0.09677,                 0.0692,                0.01324,                    nan,                 1.9307,                    nan,                    nan,              0.0014119,              0.0014119,              0.0014119
                    300,                0.80664,                 1.4104,                0.68278,                 1.1265,                0.93056,                0.16129,                0.17343,                0.09281,                0.46115,                0.09677,                 0.0711,                0.01584,                    nan,                 1.9172,                    nan,                    nan,                0.00141,                0.00141,                0.00141
                    301,                0.83451,                 1.5754,                0.77325,                 1.1709,                0.75632,                0.16129,                0.16411,                0.09276,                0.29758,                0.09677,                 0.0648,                 0.0159,                    nan,                  1.874,                    nan,                    nan,               0.001408,               0.001408,               0.001408
                    302,                0.79382,                  1.511,                0.68587,                 1.1539,                0.67952,                0.16129,                0.16314,                0.11444,                0.38165,                0.09677,                0.05392,                0.01298,                    nan,                 1.9284,                    nan,                    nan,               0.001406,               0.001406,               0.001406
                    303,                0.80241,                 1.5401,                0.69198,                 1.1316,                0.43605,                0.16129,                0.14098,                0.09086,                 0.2614,                0.09677,                 0.0406,                0.01081,                    nan,                 1.9544,                    nan,                    nan,               0.001404,               0.001404,               0.001404
                    304,                0.77743,                 1.5997,                0.75724,                 1.1454,                0.54406,                0.16129,                0.13932,                0.09878,                0.43506,                0.12903,                0.10295,                0.02356,                    nan,                 1.7837,                    nan,                    nan,               0.001402,               0.001402,               0.001402
                    305,                0.78179,                 1.4596,                0.66653,                  1.097,                0.73808,                0.12903,                0.13961,                0.09389,                0.55356,                0.09677,                0.10214,                0.02817,                    nan,                 1.7488,                    nan,                    nan,              0.0014001,              0.0014001,              0.0014001
                    306,                0.82054,                 1.5066,                0.69724,                 1.1755,                0.45147,                0.16129,                0.14609,                0.07961,                0.34479,                0.12903,                 0.1055,                0.02283,                    nan,                 1.8526,                    nan,                    nan,              0.0013981,              0.0013981,              0.0013981
                    307,                0.83626,                 1.4356,                0.68213,                 1.1407,                0.69628,                0.16129,                0.15807,                0.07505,                0.41301,                0.09677,                0.08415,                0.02151,                    nan,                 1.7857,                    nan,                    nan,              0.0013961,              0.0013961,              0.0013961
                    308,                0.77387,                 1.4325,                0.68019,                 1.1122,                0.67615,                0.16129,                0.16462,                0.08453,                0.39283,                0.09677,                0.08852,                0.02248,                    nan,                 1.7486,                    nan,                    nan,              0.0013941,              0.0013941,              0.0013941
                    309,                0.72641,                  1.507,                0.63433,                  1.094,                0.61283,                0.19355,                0.17494,                 0.0896,                0.39942,                0.12903,                0.08315,                0.03367,                    nan,                 1.7471,                    nan,                    nan,              0.0013921,              0.0013921,              0.0013921
                    310,                0.84333,                 1.5284,                0.77455,                 1.1223,                 0.8018,                0.16129,                0.16537,                0.09756,                0.64144,                0.12903,                0.10186,                0.03202,                    nan,                 1.7484,                    nan,                    nan,              0.0013902,              0.0013902,              0.0013902
                    311,                0.83785,                 1.4461,                0.76953,                 1.1299,                 0.8038,                0.16129,                 0.1639,                0.09996,                0.64304,                0.12903,                 0.0958,                0.01879,                    nan,                 1.7456,                    nan,                    nan,              0.0013882,              0.0013882,              0.0013882
                    312,                0.85409,                 1.4641,                0.76415,                 1.1912,                0.80128,                0.16129,                 0.1655,                0.11534,                0.48077,                0.09677,                0.05054,                0.01246,                    nan,                 1.7227,                    nan,                    nan,              0.0013862,              0.0013862,              0.0013862
                    313,                0.79916,                 1.4118,                0.65862,                 1.1178,                0.93544,                0.16129,                0.17057,                 0.1124,                0.55316,                0.09677,                0.06065,                0.01298,                    nan,                 1.7478,                    nan,                    nan,              0.0013842,              0.0013842,              0.0013842
                    314,                0.83387,                 1.4281,                0.73138,                 1.1808,                0.93958,                0.16129,                0.17062,                 0.0959,                0.55993,                0.09677,                0.07468,                0.01614,                    nan,                 1.7665,                    nan,                    nan,              0.0013822,              0.0013822,              0.0013822
                    315,                0.85819,                 1.4479,                0.70082,                 1.1614,                0.95991,                0.16129,                0.17149,                0.09245,                0.55247,                0.09677,                0.06034,                0.01221,                    nan,                 1.7502,                    nan,                    nan,              0.0013803,              0.0013803,              0.0013803
                    316,                0.81266,                 1.5182,                0.70851,                 1.1327,                0.66784,                0.16129,                0.16562,                0.06596,                 0.5329,                0.12903,                0.11178,                0.01898,                    nan,                 1.7389,                    nan,                    nan,              0.0013783,              0.0013783,              0.0013783
                    317,                0.77474,                 1.5009,                 0.6666,                 1.0897,                0.69688,                0.16129,                0.13899,                 0.0679,                0.61006,                0.12903,                0.11959,                0.01909,                    nan,                 1.7587,                    nan,                    nan,              0.0013763,              0.0013763,              0.0013763
                    318,                0.79832,                 1.5201,                0.66542,                 1.1631,                0.70558,                0.16129,                0.14778,                0.06677,                0.56869,                0.12903,                0.12175,                0.01965,                    nan,                 1.7511,                    nan,                    nan,              0.0013743,              0.0013743,              0.0013743
                    319,                0.81822,                 1.4511,                0.66005,                 1.1821,                0.70388,                0.16129,                0.13907,                0.07309,                0.49572,                0.09677,                0.09283,                 0.0182,                    nan,                 1.7499,                    nan,                    nan,              0.0013723,              0.0013723,              0.0013723
                    320,                 0.7535,                 1.3347,                0.68692,                 1.1094,                0.74466,                0.16129,                0.15807,                0.07715,                0.47521,                0.09677,                 0.0914,                0.01905,                    nan,                 1.7794,                    nan,                    nan,              0.0013704,              0.0013704,              0.0013704
                    321,                0.75795,                 1.4176,                0.63936,                 1.1241,                0.71281,                0.16129,                0.16939,                0.07937,                0.42736,                0.09677,                0.08483,                0.01501,                    nan,                 1.9662,                    nan,                    nan,              0.0013684,              0.0013684,              0.0013684
                    322,                0.78671,                 1.4148,                0.71176,                 1.1027,                0.94447,                0.16129,                0.17098,                0.08293,                0.56524,                0.09677,                0.07483,                0.01293,                    nan,                  1.939,                    nan,                    nan,              0.0013664,              0.0013664,              0.0013664
                    323,                0.72326,                 1.3558,                0.65309,                 1.0857,                0.91609,                0.16129,                0.17391,                0.06851,                0.54618,                0.09677,                 0.0732,                0.01212,                    nan,                  1.882,                    nan,                    nan,              0.0013644,              0.0013644,              0.0013644
